PartNum,RevisionNum,MtlPartNum,ReqDueDate,TotalRemainingQty,TotalRequiredQty,TotalOnHandQty,TotalRelQty,DemandLeadTime
1000 7404,5,1500 2214,2016-10-05,49.0,49.0,3794.0,0.0,0
1000 7404,5,1501 1085,2016-10-05,49.0,343.0,83984.0,0.0,0
1000 7404,5,1501 1094,2016-10-05,49.0,196.0,28230.0,0.0,0
1000 7404,5,1501 2192,2016-10-05,343.0,1029.0,209517.0,42000.0,0
1000 7404,5,1501 2208,2016-10-05,49.0,1470.0,121912.0,0.0,0
1000 7404,5,1501 2224,2016-10-05,49.0,49.0,20679.0,0.0,0
1000 7404,5,1501 2256,2016-10-05,147.0,147.0,60504.0,27000.0,0
1000 7404,5,1501 2332,2016-10-05,49.0,98.0,11538.0,10000.0,0
1000 7404,5,1501 4691,2016-10-05,147.0,294.0,554319.0,30000.0,0
1000 7404,5,1501 4692,2016-10-05,49.0,49.0,6679.0,0.0,0
1000 7404,5,1501 4693,2016-10-05,49.0,49.0,3762.0,0.0,0
1000 7404,5,1501 4695,2016-10-05,49.0,98.0,14885.0,0.0,0
1000 7404,5,1501 4696,2016-10-05,49.0,49.0,6419.0,3000.0,0
1000 7404,5,1501 5069,2016-10-05,49.0,49.0,15866.0,0.0,0
1000 7404,5,1501 5070,2016-10-05,49.0,49.0,17976.0,0.0,0
1000 7404,5,1501 5076,2016-10-05,49.0,49.0,9353.0,0.0,0
1000 7404,5,1501 5521,2016-10-05,49.0,49.0,20316.0,0.0,0
1000 7404,5,1501 5662,2016-10-05,49.0,392.0,1105.0,0.0,0
1000 7404,5,1601 1007,2016-10-05,49.0,1.47,0.0,0.0,0
1000 7404,5,1700 2283,2016-10-05,49.0,49.0,0.0,0.0,0
1000 7404,5,1801 1748,2016-10-05,49.0,98.0,7540.0,0.0,0
1000 7404,5,2100 2986,2016-10-05,49.0,98.0,10592.0,0.0,0
1000 7404,5,2301 0085,2016-10-05,49.0,49.0,9423.0,0.0,0
1000 7404,5,2301 0375,2016-10-05,49.0,49.0,3942.0,0.0,0
1000 7404,5,2450 0203,2016-10-05,49.0,49.0,30080.0,0.0,0
1000 7404,5,2825 1262,2016-10-05,98.0,98.0,12676.0,6000.0,0
1000 7404,5,2825 1264,2016-10-05,49.0,49.0,5569.0,0.0,0
1000 7404,5,4500 0460,2016-10-05,49.0,49.0,2991.0,0.0,0
1000 7404,5,4701 10555,2016-10-05,49.0,98.0,15808.0,0.0,0
1000 7404,5,4701 10872,2016-10-05,49.0,245.0,252544.0,0.0,0
1000 7404,5,4701 12557,2016-10-05,49.0,196.0,4167.0,0.0,0
1000 7404,5,4701 14975,2016-10-05,49.0,49.0,7428.0,0.0,0
1000 7404,5,4701 2347,2016-10-05,49.0,49.0,8844.0,0.0,0
1000 7404,5,4701 2666,2016-10-05,49.0,245.0,39764.0,0.0,0
1000 7404,5,4701 3471,2016-10-05,49.0,49.0,17443.0,0.0,0
1000 7404,5,4701 3483,2016-10-05,49.0,147.0,91132.0,8000.0,0
1000 7404,5,4701 3522,2016-10-05,49.0,49.0,12303.0,0.0,0
1000 7404,5,4701 3840,2016-10-05,49.0,49.0,22544.0,0.0,0
1000 7404,5,4701 3860,2016-10-05,49.0,49.0,7919.0,0.0,0
1000 7404,5,4701 4823,2016-10-05,49.0,1519.0,194357.0,20000.0,0
1000 7404,5,4701 6584,2016-10-05,147.0,1323.0,1299081.0,120000.0,0
1000 7404,5,4701 8641,2016-10-05,49.0,98.0,23452.0,0.0,0
1000 7404,5,4701 8643,2016-10-05,49.0,49.0,16307.0,0.0,0
1000 7404,5,4701 8648,2016-10-05,49.0,49.0,25495.0,0.0,0
1000 7404,5,4701 8649,2016-10-05,49.0,49.0,28759.0,0.0,0
1000 7404,5,4701 8650,2016-10-05,49.0,490.0,48233.0,15000.0,0
1000 7404,5,4701 8652,2016-10-05,49.0,49.0,9044.0,15000.0,0
1000 7404,5,4701 8653,2016-10-05,49.0,49.0,26442.0,0.0,0
1000 7404,5,4701 9170,2016-10-05,49.0,98.0,20558.0,0.0,0
1000 7404,5,4701 9173,2016-10-05,49.0,49.0,12847.0,0.0,0
1000 7404,5,4701 9177,2016-10-05,49.0,49.0,9152.0,10000.0,0
1000 7404,5,4701 9202,2016-10-05,49.0,49.0,8192.0,0.0,0
1000 7404,5,4800 0679,2016-10-05,49.0,49.0,4755.0,0.0,0
1000 7404,5,4801 0675,2016-10-05,49.0,98.0,52479.0,0.0,0
1000 7404,5,4801 0678,2016-10-05,49.0,49.0,14293.0,6000.0,0
1000 7404,5,4801 1321,2016-10-05,49.0,49.0,19511.0,0.0,0
1000 7404,5,4801 1402,2016-10-05,147.0,147.0,24234.0,9000.0,0
1000 7404,5,4801 2436,2016-10-05,49.0,245.0,21169.0,0.0,0
1000 7404,5,4801 2683,2016-10-05,49.0,98.0,364.0,0.0,0
1000 7404,5,4801 2684,2016-10-05,49.0,98.0,9709.0,0.0,0
1000 7404,5,4801 2686,2016-10-05,49.0,49.0,8740.0,3000.0,0
1000 7404,5,4801 2687,2016-10-05,49.0,49.0,13387.0,0.0,0
1000 7404,5,5000 0543,2016-10-05,49.0,49.0,0.0,0.0,0
1000 7404,5,5600 0114,2016-10-05,49.0,49.0,419.0,0.0,0
1000 7404,5,5601 0057,2016-10-05,49.0,49.0,0.0,400.0,0
1000 7404,5,PROGLABOR-0.32,2016-10-05,49.0,49.0,0.0,0.0,0
1000 7480,1.2,1500 1149,2016-10-05,66.0,66.0,4549.0,0.0,0
1000 7480,1.2,1500 1150,2016-10-05,66.0,66.0,1872.0,0.0,0
1000 7480,1.2,1500 1270,2016-10-05,66.0,66.0,3817.0,0.0,0
1000 7480,1.2,1500 1299,2016-10-05,132.0,132.0,13102.0,7200.0,0
1000 7480,1.2,1501 1084,2016-10-05,66.0,66.0,2572.0,0.0,0
1000 7480,1.2,1501 1085,2016-10-05,66.0,528.0,83984.0,0.0,0
1000 7480,1.2,1501 1087,2016-10-05,66.0,990.0,40832.0,0.0,0
1000 7480,1.2,1501 1092,2016-10-05,66.0,66.0,12992.0,8000.0,0
1000 7480,1.2,1501 1094,2016-10-05,66.0,198.0,28230.0,0.0,0
1000 7480,1.2,1501 1095,2016-10-05,66.0,66.0,4449.0,0.0,0
1000 7480,1.2,1501 1298,2016-10-05,66.0,1386.0,37087.0,0.0,0
1000 7480,1.2,1501 1468,2016-10-05,66.0,132.0,19411.0,0.0,0
1000 7480,1.2,1501 2192,2016-10-05,462.0,462.0,209517.0,42000.0,0
1000 7480,1.2,1501 2195,2016-10-05,66.0,66.0,9819.0,0.0,0
1000 7480,1.2,1501 2208,2016-10-05,66.0,66.0,121912.0,0.0,0
1000 7480,1.2,1501 2215,2016-10-05,66.0,66.0,1324.0,0.0,0
1000 7480,1.2,1501 2220,2016-10-05,66.0,264.0,14825.0,0.0,0
1000 7480,1.2,1501 2221,2016-10-05,66.0,66.0,2556.0,0.0,0
1000 7480,1.2,1501 2224,2016-10-05,66.0,66.0,20679.0,0.0,0
1000 7480,1.2,1501 2256,2016-10-05,198.0,198.0,60504.0,27000.0,0
1000 7480,1.2,1501 5068,2016-10-05,66.0,264.0,30190.0,0.0,0
1000 7480,1.2,1501 5069,2016-10-05,66.0,66.0,15866.0,0.0,0
1000 7480,1.2,1501 5076,2016-10-05,66.0,66.0,9353.0,0.0,0
1000 7480,1.2,1501 5461,2016-10-05,66.0,66.0,2644.0,0.0,0
1000 7480,1.2,1501 5512,2016-10-05,66.0,132.0,3504.0,0.0,0
1000 7480,1.2,1501 5519,2016-10-05,66.0,132.0,6113.0,0.0,0
1000 7480,1.2,1601 2896,2016-10-05,66.0,66.0,0.0,0.0,0
1000 7480,1.2,1700 2367,2016-10-05,66.0,66.0,315.0,0.0,0
1000 7480,1.2,1800 0083,2016-10-05,66.0,66.0,2648.0,2210.0,0
1000 7480,1.2,1801 0291,2016-10-05,66.0,132.0,4094.0,3000.0,0
1000 7480,1.2,2100 1793,2016-10-05,66.0,66.0,9885.0,0.0,0
1000 7480,1.2,2100 2986,2016-10-05,66.0,264.0,10592.0,0.0,0
1000 7480,1.2,2100 3443,2016-10-05,66.0,66.0,875.0,0.0,0
1000 7480,1.2,2100 3445,2016-10-05,66.0,66.0,762.0,0.0,0
1000 7480,1.2,2301 0140,2016-10-05,66.0,66.0,18140.0,0.0,0
1000 7480,1.2,2451 0037,2016-10-05,66.0,66.0,10435.0,0.0,0
1000 7480,1.2,2451 0054,2016-10-05,66.0,66.0,0.0,0.0,0
1000 7480,1.2,2500 0242,2016-10-05,66.0,66.0,1877.0,0.0,0
1000 7480,1.2,2500 0243,2016-10-05,66.0,66.0,903.0,0.0,0
1000 7480,1.2,2825 1262,2016-10-05,132.0,132.0,12676.0,6000.0,0
1000 7480,1.2,2825 1264,2016-10-05,66.0,66.0,5569.0,0.0,0
1000 7480,1.2,4300 0434,2016-10-05,66.0,66.0,1295.0,0.0,0
1000 7480,1.2,4550 0007,2016-10-05,132.0,132.0,9946.0,4114.0,0
1000 7480,1.2,4701 10744,2016-10-05,66.0,66.0,3713.0,0.0,0
1000 7480,1.2,4701 2338,2016-10-05,66.0,264.0,21508.0,0.0,0
1000 7480,1.2,4701 2339,2016-10-05,66.0,66.0,16796.0,10000.0,0
1000 7480,1.2,4701 2340,2016-10-05,66.0,1782.0,41697.0,0.0,0
1000 7480,1.2,4701 2341,2016-10-05,66.0,66.0,13846.0,0.0,0
1000 7480,1.2,4701 2346,2016-10-05,66.0,462.0,42820.0,0.0,0
1000 7480,1.2,4701 2354,2016-10-05,66.0,66.0,10514.0,0.0,0
1000 7480,1.2,4701 2356,2016-10-05,66.0,132.0,15637.0,0.0,0
1000 7480,1.2,4701 2359,2016-10-05,66.0,198.0,13902.0,0.0,0
1000 7480,1.2,4701 2362,2016-10-05,66.0,66.0,12418.0,0.0,0
1000 7480,1.2,4701 2387,2016-10-05,66.0,132.0,15902.0,0.0,0
1000 7480,1.2,4701 2664,2016-10-05,66.0,66.0,10590.0,0.0,0
1000 7480,1.2,4701 2665,2016-10-05,66.0,66.0,19953.0,0.0,0
1000 7480,1.2,4701 2667,2016-10-05,66.0,132.0,43033.0,0.0,0
1000 7480,1.2,4701 3465,2016-10-05,66.0,66.0,16029.0,0.0,0
1000 7480,1.2,4701 3471,2016-10-05,66.0,264.0,17443.0,0.0,0
1000 7480,1.2,4701 3473,2016-10-05,66.0,66.0,14270.0,0.0,0
1000 7480,1.2,4701 3483,2016-10-05,66.0,198.0,91132.0,8000.0,0
1000 7480,1.2,4701 3522,2016-10-05,66.0,66.0,12303.0,0.0,0
1000 7480,1.2,4701 3532,2016-10-05,66.0,66.0,21056.0,10000.0,0
1000 7480,1.2,4701 3535,2016-10-05,66.0,66.0,3678.0,0.0,0
1000 7480,1.2,4701 3537,2016-10-05,66.0,132.0,22381.0,0.0,0
1000 7480,1.2,4701 3541,2016-10-05,66.0,66.0,5973.0,0.0,0
1000 7480,1.2,4701 3542,2016-10-05,66.0,66.0,5229.0,0.0,0
1000 7480,1.2,4701 3545,2016-10-05,66.0,66.0,11168.0,0.0,0
1000 7480,1.2,4701 3632,2016-10-05,132.0,264.0,27848.0,24000.0,0
1000 7480,1.2,4701 3858,2016-10-05,66.0,66.0,18924.0,0.0,0
1000 7480,1.2,4701 3859,2016-10-05,330.0,990.0,154490.0,49585.0,0
1000 7480,1.2,4701 4823,2016-10-05,66.0,1188.0,194357.0,20000.0,0
1000 7480,1.2,4701 4824,2016-10-05,66.0,66.0,2750.0,0.0,0
1000 7480,1.2,4701 6584,2016-10-05,198.0,198.0,1299081.0,120000.0,0
1000 7480,1.2,4701 6606,2016-10-05,66.0,66.0,13900.0,15000.0,0
1000 7480,1.2,4701 9169,2016-10-05,66.0,132.0,23913.0,0.0,0
1000 7480,1.2,4701 9171,2016-10-05,66.0,66.0,10824.0,0.0,0
1000 7480,1.2,4701 9177,2016-10-05,66.0,396.0,9152.0,10000.0,0
1000 7480,1.2,4701 9201,2016-10-05,66.0,66.0,4870.0,0.0,0
1000 7480,1.2,4701 9202,2016-10-05,66.0,66.0,8192.0,0.0,0
1000 7480,1.2,4701 9864,2016-10-05,66.0,132.0,2767.0,0.0,0
1000 7480,1.2,4800 0679,2016-10-05,66.0,66.0,4755.0,0.0,0
1000 7480,1.2,4801 0669,2016-10-05,66.0,66.0,8401.0,0.0,0
1000 7480,1.2,4801 0671,2016-10-05,66.0,132.0,13000.0,0.0,0
1000 7480,1.2,4801 0674,2016-10-05,66.0,132.0,14386.0,0.0,0
1000 7480,1.2,4801 0675,2016-10-05,66.0,198.0,52479.0,0.0,0
1000 7480,1.2,4801 0681,2016-10-05,66.0,66.0,7329.0,0.0,0
1000 7480,1.2,4801 1207,2016-10-05,66.0,66.0,25237.0,0.0,0
1000 7480,1.2,4801 1239,2016-10-05,66.0,66.0,16556.0,0.0,0
1000 7480,1.2,4801 1248,2016-10-05,66.0,66.0,14004.0,0.0,0
1000 7480,1.2,4801 1291,2016-10-05,66.0,66.0,6276.0,0.0,0
1000 7480,1.2,4801 1305,2016-10-05,66.0,66.0,1741.0,0.0,0
1000 7480,1.2,4801 1402,2016-10-05,198.0,396.0,24234.0,9000.0,0
1000 7480,1.2,4801 1427,2016-10-05,66.0,132.0,2131.0,0.0,0
1000 7480,1.2,4801 2186,2016-10-05,66.0,66.0,14052.0,0.0,0
1000 7480,1.2,4801 2195,2016-10-05,66.0,66.0,4919.0,0.0,0
1000 7480,1.2,4801 2436,2016-10-05,66.0,264.0,21169.0,0.0,0
1000 7480,1.2,4801 2688,2016-10-05,66.0,66.0,3964.0,0.0,0
1000 7480,1.2,4801 2931,2016-10-05,132.0,528.0,3012.0,6000.0,0
1000 7480,1.2,5101 0026,2016-10-05,66.0,66.0,20471.0,0.0,0
1000 7480,1.2,5600 0089,2016-10-05,66.0,66.0,3425.0,0.0,0
1000 7480,1.2,PROGLABOR-0.32,2016-10-05,66.0,66.0,0.0,0.0,0
1000 7790,A,1000 7790-CUST-DOCS,2016-10-05,1130.0,1130.0,0.0,0.0,0
1000 7790,A,3300 0090,2016-10-05,1130.0,1130.0,2.0,0.0,0
1000 7790,A,3300 0374,2016-10-05,1130.0,36.16,0.0,200.0,0
1000 7790,A,3300 0375,2016-10-05,2260.0,72.32,0.0,400.0,0
1000 7790,A,3300 0376,2016-10-05,5650.0,180.8,0.0,795.0,0
1000 7790,A,PWI-7790,2016-10-05,1130.0,1130.0,0.0,0.0,0
1000 7864,4.6,1000 7864-CUST-DOCS,2016-10-05,526.0,526.0,0.0,0.0,0
1000 7864,4.6,1500 0699,2016-10-05,526.0,1052.0,861.0,1000.0,0
1000 7864,4.6,1501 1085,2016-10-05,526.0,1687.0,83984.0,0.0,0
1000 7864,4.6,1501 1087,2016-10-05,526.0,13676.0,40832.0,0.0,0
1000 7864,4.6,1501 1094,2016-10-05,526.0,4734.0,28230.0,0.0,0
1000 7864,4.6,1501 2192,2016-10-05,3682.0,3682.0,209517.0,42000.0,0
1000 7864,4.6,1501 2220,2016-10-05,526.0,526.0,14825.0,0.0,0
1000 7864,4.6,1501 2224,2016-10-05,526.0,1052.0,20679.0,0.0,0
1000 7864,4.6,1501 2310,2016-10-05,526.0,526.0,24163.0,15000.0,0
1000 7864,4.6,1501 2321,2016-10-05,526.0,8416.0,364942.0,40000.0,0
1000 7864,4.6,1501 3841,2016-10-05,526.0,1052.0,7166.0,0.0,0
1000 7864,4.6,1501 5070,2016-10-05,526.0,3156.0,17976.0,0.0,0
1000 7864,4.6,1501 5521,2016-10-05,526.0,526.0,20316.0,0.0,0
1000 7864,4.6,1501 5606,2016-10-05,526.0,526.0,5057.0,0.0,0
1000 7864,4.6,1501 6262,2016-10-05,526.0,526.0,15725.0,0.0,0
1000 7864,4.6,1501 6883,2016-10-05,526.0,1052.0,2413.0,0.0,0
1000 7864,4.6,1501 7053,2016-10-05,526.0,526.0,4458.0,0.0,0
1000 7864,4.6,1501 7129,2016-10-05,526.0,526.0,1851.0,0.0,0
1000 7864,4.6,1501 7132,2016-10-05,526.0,526.0,8036.0,0.0,0
1000 7864,4.6,1501 7137,2016-10-05,526.0,526.0,2732.0,0.0,0
1000 7864,4.6,1501 7170,2016-10-05,526.0,526.0,4536.0,0.0,0
1000 7864,4.6,1601 2876,2016-10-05,526.0,0.526,0.0,0.0,0
1000 7864,4.6,1801 2111,2016-10-05,526.0,1578.0,5071.0,0.0,0
1000 7864,4.6,2100 1793,2016-10-05,526.0,526.0,9885.0,0.0,0
1000 7864,4.6,2100 4193,2016-10-05,526.0,526.0,2509.0,0.0,0
1000 7864,4.6,2100 4436,2016-10-05,526.0,252.0,3557.0,0.0,0
1000 7864,4.6,2301 0681,2016-10-05,526.0,526.0,4379.0,0.0,0
1000 7864,4.6,2451 0036,2016-10-05,526.0,526.0,22565.0,0.0,0
1000 7864,4.6,2451 0037,2016-10-05,526.0,2630.0,10435.0,0.0,0
1000 7864,4.6,4301 0549,2016-10-05,526.0,526.0,4027.0,0.0,0
1000 7864,4.6,4525 0449,2016-10-05,526.0,526.0,1954.0,0.0,0
1000 7864,4.6,4550 0408,2016-10-05,526.0,1811.0,1199.0,0.0,0
1000 7864,4.6,4701 10128,2016-10-05,526.0,4208.0,9643.0,0.0,0
1000 7864,4.6,4701 10872,2016-10-05,526.0,2630.0,252544.0,0.0,0
1000 7864,4.6,4701 13419,2016-10-05,526.0,526.0,10493.0,0.0,0
1000 7864,4.6,4701 13426,2016-10-05,526.0,526.0,3034.0,0.0,0
1000 7864,4.6,4701 13427,2016-10-05,526.0,526.0,3334.0,0.0,0
1000 7864,4.6,4701 13428,2016-10-05,526.0,526.0,3270.0,0.0,0
1000 7864,4.6,4701 13429,2016-10-05,526.0,526.0,4981.0,0.0,0
1000 7864,4.6,4701 13434,2016-10-05,526.0,2104.0,1786.0,0.0,0
1000 7864,4.6,4701 13517,2016-10-05,526.0,4208.0,3931.0,0.0,0
1000 7864,4.6,4701 13518,2016-10-05,526.0,1052.0,3563.0,0.0,0
1000 7864,4.6,4701 13519,2016-10-05,526.0,2104.0,6766.0,0.0,0
1000 7864,4.6,4701 13520,2016-10-05,526.0,6312.0,2718.0,0.0,0
1000 7864,4.6,4701 13521,2016-10-05,526.0,2104.0,9251.0,0.0,0
1000 7864,4.6,4701 13522,2016-10-05,526.0,2104.0,13089.0,0.0,0
1000 7864,4.6,4701 13523,2016-10-05,526.0,526.0,7369.0,0.0,0
1000 7864,4.6,4701 13524,2016-10-05,526.0,526.0,2000.0,0.0,0
1000 7864,4.6,4701 2340,2016-10-05,526.0,8942.0,41697.0,0.0,0
1000 7864,4.6,4701 2346,2016-10-05,526.0,526.0,42820.0,0.0,0
1000 7864,4.6,4701 2358,2016-10-05,526.0,526.0,2808.0,0.0,0
1000 7864,4.6,4701 2537,2016-10-05,526.0,526.0,3883.0,0.0,0
1000 7864,4.6,4701 2667,2016-10-05,526.0,2630.0,43033.0,0.0,0
1000 7864,4.6,4701 3537,2016-10-05,526.0,4208.0,22381.0,0.0,0
1000 7864,4.6,4701 3774,2016-10-05,526.0,526.0,370531.0,0.0,0
1000 7864,4.6,4701 3858,2016-10-05,526.0,526.0,18924.0,0.0,0
1000 7864,4.6,4701 4823,2016-10-05,526.0,1052.0,194357.0,20000.0,0
1000 7864,4.6,4701 4824,2016-10-05,526.0,526.0,2750.0,0.0,0
1000 7864,4.6,4701 6607,2016-10-05,526.0,2104.0,53176.0,0.0,0
1000 7864,4.6,4701 7949,2016-10-05,526.0,12624.0,4502.0,10000.0,0
1000 7864,4.6,4701 7957,2016-10-05,526.0,1578.0,16569.0,0.0,0
1000 7864,4.6,4701 9174,2016-10-05,526.0,526.0,25177.0,0.0,0
1000 7864,4.6,4801 0674,2016-10-05,526.0,1578.0,14386.0,0.0,0
1000 7864,4.6,4801 0681,2016-10-05,526.0,1052.0,7329.0,0.0,0
1000 7864,4.6,4801 2604,2016-10-05,526.0,526.0,10191.0,0.0,0
1000 7864,4.6,4801 3805,2016-10-05,526.0,526.0,2411.0,0.0,0
1000 7864,4.6,5000 0455,2016-10-05,526.0,1578.0,0.0,0.0,0
1000 7864,4.6,5600 0071,2016-10-05,526.0,443.0,17891.0,0.0,0
1000 7864,4.6,CAN-LCR6-S01081,2016-10-05,526.0,526.0,0.0,0.0,0
1000 7864,4.6,PROGLABOR-0.32,2016-10-05,526.0,526.0,0.0,0.0,0
1000 7986,2,1000 7986-CUST-DOCS,2016-10-05,29.0,29.0,0.0,0.0,0
1000 7986,2,1500 1359,2016-10-05,29.0,58.0,27962.0,0.0,0
1000 7986,2,1500 2182,2016-10-05,29.0,29.0,5059.0,0.0,0
1000 7986,2,1500 2183,2016-10-05,29.0,58.0,11181.0,3000.0,0
1000 7986,2,1500 2185,2016-10-05,29.0,29.0,5667.0,0.0,0
1000 7986,2,1500 2230,2016-10-05,29.0,58.0,516.0,0.0,0
1000 7986,2,1501 2208,2016-10-05,29.0,58.0,121912.0,0.0,0
1000 7986,2,1501 2310,2016-10-05,29.0,29.0,24163.0,15000.0,0
1000 7986,2,1501 2321,2016-10-05,29.0,667.0,364942.0,40000.0,0
1000 7986,2,1501 2336,2016-10-05,29.0,29.0,38666.0,0.0,0
1000 7986,2,1501 2338,2016-10-05,29.0,29.0,16699.0,10000.0,0
1000 7986,2,1501 3843,2016-10-05,29.0,29.0,41457.0,0.0,0
1000 7986,2,1501 4471,2016-10-05,29.0,58.0,30146.0,0.0,0
1000 7986,2,1501 4691,2016-10-05,87.0,261.0,554319.0,30000.0,0
1000 7986,2,1501 5604,2016-10-05,29.0,58.0,37777.0,40000.0,0
1000 7986,2,1501 5611,2016-10-05,29.0,58.0,49033.0,0.0,0
1000 7986,2,1501 5612,2016-10-05,29.0,29.0,33354.0,0.0,0
1000 7986,2,1501 5613,2016-10-05,29.0,29.0,12298.0,0.0,0
1000 7986,2,1501 5620,2016-10-05,29.0,29.0,23976.0,0.0,0
1000 7986,2,1501 5621,2016-10-05,29.0,29.0,37591.0,0.0,0
1000 7986,2,1501 6219,2016-10-05,29.0,29.0,31065.0,0.0,0
1000 7986,2,1501 6221,2016-10-05,29.0,29.0,31647.0,0.0,0
1000 7986,2,1501 6223,2016-10-05,29.0,145.0,69729.0,6000.0,0
1000 7986,2,1501 6226,2016-10-05,29.0,58.0,45604.0,0.0,0
1000 7986,2,1501 6835,2016-10-05,29.0,29.0,12996.0,0.0,0
1000 7986,2,1700 2699,2016-10-05,29.0,29.0,0.0,0.0,0
1000 7986,2,1801 1550,2016-10-05,29.0,29.0,30290.0,0.0,0
1000 7986,2,1801 1551,2016-10-05,29.0,58.0,26891.0,0.0,0
1000 7986,2,1801 2112,2016-10-05,29.0,29.0,46950.0,0.0,0
1000 7986,2,2100 1978,2016-10-05,29.0,29.0,12660.0,0.0,0
1000 7986,2,2100 3401,2016-10-05,29.0,17.0,15388.0,0.0,0
1000 7986,2,2301 0676,2016-10-05,29.0,29.0,13490.0,0.0,0
1000 7986,2,2450 0179,2016-10-05,29.0,29.0,23806.0,0.0,0
1000 7986,2,2461 0127,2016-10-05,29.0,29.0,14971.0,3000.0,0
1000 7986,2,4700 1768,2016-10-05,29.0,29.0,5401.0,0.0,0
1000 7986,2,4701 10124,2016-10-05,29.0,29.0,45501.0,10000.0,0
1000 7986,2,4701 10872,2016-10-05,29.0,203.0,252544.0,0.0,0
1000 7986,2,4701 11349,2016-10-05,29.0,29.0,24787.0,0.0,0
1000 7986,2,4701 11351,2016-10-05,29.0,29.0,42278.0,0.0,0
1000 7986,2,4701 11356,2016-10-05,58.0,58.0,172660.0,25000.0,0
1000 7986,2,4701 13442,2016-10-05,29.0,29.0,15961.0,10000.0,0
1000 7986,2,4701 13443,2016-10-05,29.0,29.0,19255.0,0.0,0
1000 7986,2,4701 13444,2016-10-05,29.0,29.0,27267.0,0.0,0
1000 7986,2,4701 2351,2016-10-05,29.0,29.0,33122.0,0.0,0
1000 7986,2,4701 3483,2016-10-05,29.0,58.0,91132.0,8000.0,0
1000 7986,2,4701 3764,2016-10-05,29.0,435.0,615478.0,0.0,0
1000 7986,2,4701 3773,2016-10-05,29.0,29.0,70300.0,0.0,0
1000 7986,2,4701 3774,2016-10-05,29.0,319.0,370531.0,0.0,0
1000 7986,2,4701 3783,2016-10-05,29.0,261.0,54776.0,0.0,0
1000 7986,2,4701 4823,2016-10-05,29.0,58.0,194357.0,20000.0,0
1000 7986,2,4701 6584,2016-10-05,87.0,522.0,1299081.0,120000.0,0
1000 7986,2,4701 8652,2016-10-05,29.0,29.0,9044.0,15000.0,0
1000 7986,2,4701 8653,2016-10-05,29.0,29.0,26442.0,0.0,0
1000 7986,2,4801 1309,2016-10-05,29.0,29.0,15683.0,0.0,0
1000 7986,2,4801 1321,2016-10-05,29.0,29.0,19511.0,0.0,0
1000 7986,2,4801 2687,2016-10-05,29.0,29.0,13387.0,0.0,0
1000 7986,2,4801 2991,2016-10-05,29.0,29.0,26986.0,0.0,0
1000 7986,2,4801 2992,2016-10-05,29.0,29.0,29678.0,10800.0,0
1000 7986,2,4801 2994,2016-10-05,29.0,116.0,59103.0,0.0,0
1000 7986,2,4801 2995,2016-10-05,29.0,29.0,20367.0,0.0,0
1000 7986,2,4801 2996,2016-10-05,29.0,29.0,23926.0,0.0,0
1000 7986,2,4801 2997,2016-10-05,29.0,29.0,17697.0,0.0,0
1000 7986,2,4801 3806,2016-10-05,87.0,87.0,32576.0,12000.0,0
1000 7986,2,5000 0543,2016-10-05,29.0,29.0,0.0,0.0,0
1000 7986,2,5600 0112,2016-10-05,87.0,87.0,213328.0,30000.0,0
4515725,A,2500 2700,2016-10-05,129.0,129.0,24435.0,10000.0,0
4515725,A,2500 2980,2016-10-05,86.0,86.0,5540.0,3000.0,0
4515725,A,2500 2983,2016-10-05,43.0,43.0,3108.0,1000.0,0
4515725,A,CRS-4515679,2016-10-05,43.0,43.0,0.0,0.0,0
4515725,A,CRS-4515725,2016-10-05,43.0,43.0,0.0,0.0,0
4517152,D,1601 2876,2016-10-05,106.0,0.106,0.0,0.0,0
4517152,D,4517152-CUST-DOCS,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,5000 0527,2016-10-05,106.0,106.0,0.0,100000.0,0
4517152,D,5000 0561,2016-10-05,636.0,636.0,0.0,460000.0,0
4517152,D,PWI-4517152,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0010,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0015,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0017,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0020,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0025,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0030,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0040,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0050,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0060,2016-10-05,106.0,106.0,0.0,0.0,0
4517152,D,PWI-4517152-0070,2016-10-05,106.0,106.0,0.0,0.0,0
4517256,E,1601 2876,2016-10-05,1300.0,1.3,0.0,0.0,0
4517256,E,4517256-CUST-DOCS,2016-10-05,1300.0,1300.0,0.0,0.0,0
4517256,E,5000 0527,2016-10-05,1300.0,1300.0,0.0,100000.0,0
4517256,E,5000 0561,2016-10-05,3900.0,3900.0,0.0,230000.0,0
4517256,E,PWI-4517256,2016-10-05,1300.0,1300.0,0.0,0.0,0
4517257,B,1601 2876,2016-10-05,1148.0,1.148,0.0,0.0,0
